gene_name	Fold Change Protein Abundance, 24hrs: Log2(-SG/+SG)	Fold Change Protein Abundance, 48hrs: Log2(-SG/+SG)	Z-Score
FAAP100	-0.035575278	0.185560993	1.471413403
EPB41L4B	0.046121504	0.257772206	1.471413403
WFS1	-0.142231517	-0.489740869	1.470266549
STAU1	-0.211486427	0.01938915	1.470266549
ACTR8	0.02341345	0.096707333	1.470266549
ZNF132	-0.017766539	0.517286234	1.470266549
COL4A3BP	-0.102065442	-0.340788348	1.464907981
IRF2	-0.602521102	-0.886805974	1.464171592
TARS	0.023270138	-0.407092858	1.464171592
WIPI2	-0.118817902	-0.33786229	1.464171592
NUDT9	-0.087649513	-0.323360442	1.464171592
SLC35C2	-0.148106787	-0.260191596	1.464171592
SERPINB6	-0.009586101	-0.202362887	1.464171592
RABGEF1	0.034259549	-0.00728835	1.464171592
DEF6	0.010317504	0.005067879	1.464171592
PRKCZ	0.101056923	0.043257637	1.464171592
FUT3	0.07880084	0.423837078	1.464171592
HLA-E	1.490519595	2.657892802	1.464171592
AZGP1	0.526675406	-0.639005223	1.460416457
STYK1	-0.243587092	-0.513973815	1.460416457
C11orf54	0.016733329	-0.234860069	1.460416457
PCYT2	-0.010284556	-0.214327686	1.460416457
ZFYVE21	-0.426607772	-0.209867622	1.460416457
MPZL2	-0.381626238	-0.135886726	1.460416457
ACYP2	-0.027104216	-0.1167765	1.460416457
ING5	-0.033972912	-0.072133296	1.460416457
ECSIT	-0.040081726	0.022470581	1.460416457
DNAL1	-0.102300933	0.030015584	1.460416457
ARL5A	-0.197492582	0.039676716	1.460416457
GOSR2	0.034476255	0.089635279	1.460416457
SNAP29	0.033158378	0.094811213	1.460416457
FAHD1	0.025468263	0.09706315	1.460416457
APOBEC3B	-0.089950163	0.106480182	1.460416457
TMEM120B	0.102914437	0.112341786	1.460416457
PSPC1	0.093070033	0.164560988	1.460416457
JAGN1	-0.050994088	0.239910561	1.460416457
DCPS	0.400835093	0.291647239	1.460416457
HIST1H1E	0.072159576	0.394073896	1.460416457
TIMM8A	-0.020290698	0.41547228	1.460416457
HLA-DQB1	0.297045792	0.473924901	1.460416457
FOSL1	0.599701783	0.992836888	1.460416457
IFT122	-0.1462584	-0.155815093	1.452029834
INF2	0.070502511	0.161908656	1.452029834
AKAP2	0.103340499	-0.214431382	1.446618146
DAXX	-0.076582314	-0.150794285	1.446618146
BOLA1	-0.227682733	-0.445225009	1.442042711
BLOC1S1	0.140933836	-0.369674707	1.442042711
LIMD2	-0.009037087	-0.320720758	1.442042711
ZWINT	-0.598677295	-0.307674374	1.442042711
PPIB	-0.048902676	-0.286226986	1.442042711
ATOX1	-0.059439689	-0.246472445	1.442042711
PPIL1	-0.051784334	-0.242956238	1.442042711
PFDN5	0.013232894	-0.216452963	1.442042711
TMEM243	0.176230158	-0.182531372	1.442042711
FKBP1A	-0.017175471	-0.141850391	1.442042711
FUOM	0.046126751	-0.128514545	1.442042711
TXNDC17	0.010719875	-0.073069116	1.442042711
RPS19	0.2180937	-0.050108832	1.442042711
NMRAL1	0.028474173	-0.038619211	1.442042711
MRPS34	-0.078057634	-0.030956533	1.442042711
MRPS26	-0.074843312	-0.02004677	1.442042711
RPS27	0.136428098	0.010355448	1.442042711
LYRM7	-0.19592586	0.011088131	1.442042711
RPS11	0.03835114	0.028319724	1.442042711
RPS4X	0.168629142	0.05199203	1.442042711
RPS20	0.150518925	0.077590239	1.442042711
HYPK	-0.019403508	0.083805395	1.442042711
RPL5	0.297683223	0.162412846	1.442042711
ETFB	0.10114265	0.181156984	1.442042711
RPL35	0.14017931	0.222403937	1.442042711
DPCD	0.080266817	0.254545703	1.442042711
C19orf53	-0.082890931	0.259458408	1.442042711
METTL7B	0.074248792	0.26966768	1.442042711
GLTP	-0.04153629	0.281114764	1.442042711
PHF5A	0.103733205	0.286150182	1.442042711
GPX4	0.11675944	0.433833596	1.442042711
MLST8	-0.235362002	-0.611122913	1.439093512
TUBA1A	-0.030162662	-0.322325716	1.439093512
LGALS9	-0.181464104	-0.041339872	1.439093512
BAG5	-0.050322633	-0.027090866	1.439093512
PRIM1	-0.189071076	0.043604357	1.439093512
VGLL4	-0.020783885	0.064869	1.439093512
EIF4A1	0.282370306	0.074421676	1.439093512
ANXA2	0.087431828	0.116052654	1.439093512
MTCH2	0.036737352	0.120536626	1.439093512
SSR3	0.06417805	0.151019203	1.439093512
ENTPD5	0.083924376	0.219419443	1.439093512
RAD1	0.096854354	0.233704705	1.439093512
HLA-B	-0.046721842	0.337312702	1.439093512
HLA-C	-0.09953605	0.562069535	1.439093512
ETNK1	-0.430539614	0.630299888	1.439093512
ABLIM3	-0.304375711	-0.151275501	1.433533211
DHX8	-0.337569211	-0.045359906	1.433533211
MATR3	0.017969295	0.188987455	1.433533211
SCD	-2.868060746	-2.267872333	1.430403167
C17orf97	-0.194040947	-0.452834234	1.430403167
GPN3	-0.359693437	-0.406810222	1.430403167
CDC42EP2	-0.2029478	-0.388570514	1.430403167
SPIN1	-0.241380087	-0.219929633	1.430403167
APOBEC3F	-0.158785868	-0.173167268	1.430403167
TMEM30A	-0.524562005	-0.116214471	1.430403167
VPS26B	0.021969311	-0.066085651	1.430403167
FDPS	0.024640228	-0.059169821	1.430403167
CENPN	-0.211620787	0.102259505	1.430403167
METTL14	0.103851396	0.118717266	1.430403167
NDUFS2	-0.027498978	0.147836853	1.430403167
CCNYL1	0.109369045	0.185616634	1.430403167
SAE1	0.34091988	0.46664625	1.430403167
FUT1	0.354514405	0.573593784	1.430403167
B3GNT3	0.309040102	0.822354788	1.430403167
COG4	-0.052460928	-0.186020696	1.425103892
VANGL1	-0.181452088	-0.059872747	1.425103892
RAD51AP1	-0.307740254	-0.022693398	1.425103892
TM9SF1	-0.057560794	0.002853139	1.425103892
USP39	-0.028747271	0.26622818	1.425103892
PPP1R18	0.17772202	0.367128408	1.425103892
NET1	0.281170749	0.568505689	1.425103892
MYOM1	-0.039207412	-0.13510457	1.422559806
GTF3C1	-0.069166486	0.223354823	1.421588094
PIK3CA	0.029998368	-0.127980702	1.420126043
ARL6IP4	0.209893493	-0.023391954	1.420126043
GGA3	0.016939167	-0.014247594	1.420126043
RNF20	-0.263222831	0.046828697	1.420126043
EP300	-0.309418078	-0.198173964	1.415775259
CSF1	-0.664340564	-1.034275447	1.415160904
ST14	-0.660187324	-0.242444115	1.415160904
AAAS	-0.143133472	-0.122751083	1.415160904
MYO1E	-0.045659896	-0.084545402	1.415160904
NCOA5	0.073371618	0.325774746	1.415160904
PLEKHG6	-0.160105237	0.333341128	1.415160904
ADAM15	0.234695522	0.497794278	1.415160904
CKAP5	-0.052587457	-0.200291037	1.404617225
WDR87	-0.142742239	-0.065289132	1.403494119
TBC1D9B	-0.051491079	-0.315558619	1.399210959
NRDE2	-0.079054995	-0.038611233	1.399210959
SREBF2	-0.307792472	-0.073729072	1.393983719
EVPL	0.017731577	0.083520429	1.393983719
SSH1	0.062263669	0.098991139	1.393983719
TEP1	-0.059471073	-0.558928425	1.385041416
CDC42EP3	-0.845187296	-0.773603513	1.380858689
ACTR1A	0.034131359	-0.374275305	1.380858689
RABGGTA	-0.035751707	-0.31410317	1.380858689
RARS	0.061027604	-0.235615816	1.380858689
MTHFR	-0.081605631	-0.22813807	1.380858689
LSM14B	0.043555419	-0.166056841	1.380858689
CDYL	-0.087699623	0.283146285	1.380858689
HEXB	0.090476924	0.286882137	1.380858689
ADAM8	0.659855383	1.036193485	1.380858689
CEP63	-0.39404853	-0.600477106	1.38018909
TRAPPC11	0.014895633	-0.095787272	1.38018909
AFAP1L2	0.182091506	-0.000185254	1.38018909
RNPS1	0.058208239	0.013729993	1.38018909
HIRA	-0.076666074	0.30363126	1.376142667
TCF20	-0.152376354	-0.082715062	1.375542853
ZNFX1	-0.240143179	-0.332772609	1.368271812
DSG2	-0.174130556	-0.270381016	1.367948143
USP35	0.113667039	-0.197625755	1.367948143
IQGAP1	0.07425519	-0.047078508	1.367948143
PWP2	-0.060894961	0.207623013	1.367948143
IRF2BP2	-0.641525781	-0.920810744	1.367092808
HDLBP	0.151984986	0.150305307	1.367092808
MYBL2	-0.187081344	0.256340679	1.367092808
WASF2	0.12522574	-0.156323071	1.364293049
ATP6V1A	0.003487557	-0.145147739	1.364293049
CWC25	-0.19530735	-0.030608107	1.364293049
OCRL	0.028200735	-0.009848064	1.364293049
ITGB5	-0.17446313	0.046597946	1.364293049
DPY19L4	0.087262314	0.214683702	1.364293049
LRWD1	0.046864745	0.23339711	1.364293049
ATP6V0A1	0.088454943	0.281636614	1.364293049
INO80	-0.047828129	0.310563497	1.353794101
ITGA5	0.207211735	0.406373694	1.344318406
BAHCC1	0.339146301	0.912200678	1.339281126
SLC16A5	-0.355970805	-0.350273284	1.339104145
PIP4K2C	-0.036892185	-0.271874854	1.339104145
WDR61	-0.158438478	-0.206115329	1.339104145
RIC8A	-0.076598192	-0.133694377	1.339104145
DPH1	0.137676139	-0.101457699	1.339104145
PARVA	0.090672715	-0.098762563	1.339104145
SPG7	-0.054073896	0.120098079	1.339104145
PCBP2	0.1677205	0.161898255	1.339104145
TOE1	0.03435696	0.299272508	1.339104145
STBD1	0.243489272	0.77934469	1.339104145
CEP250	-0.053271539	-0.197246645	1.336443063
TARBP1	-0.107682807	-0.166481755	1.336443063
KAT6A	-0.671567947	-0.23082483	1.332987624
LDLR	-0.265672508	-0.660237302	1.324735703
GPBP1L1	-0.048196407	-0.215814385	1.324735703
PLD2	-0.030654968	-0.019604305	1.324735703
POLR1B	0.0399316	0.409104031	1.324735703
NR1D2	0.086907951	0.852376807	1.324735703
CIT	-0.501109086	-0.482745357	1.322449301
PLXNA2	-0.123944245	0.357260429	1.322449301
MSTO1	-0.100368214	-0.59666969	1.312494144
EIF2D	-0.074477774	-0.426581144	1.312494144
FIP1L1	-0.008935429	0.172129567	1.312494144
SCARB1	-0.126287398	0.208577731	1.312494144
FAM102A	-0.370704045	-0.703673356	1.312167138
RACGAP1	-0.636601142	-0.382306729	1.312167138
XYLB	0.005093461	-0.241926734	1.312167138
ARHGEF1	0.030647558	-0.232950683	1.312167138
XYLT1	-0.560928285	-0.195380339	1.312167138
VPS11	0.001975379	-0.059329153	1.312167138
TFIP11	-0.072523629	0.150618006	1.312167138
RAPGEF3	-0.294828876	0.585263134	1.312167138
KDM4A	-0.603654392	-0.45808108	1.311898936
ARHGEF10L	-0.102787851	-0.093295959	1.311898936
DNAH5	-0.370719238	-0.031237859	1.310095067
WDR55	-0.088827814	-0.284239322	1.3031283
ACTBL2	0.141047412	-0.272825472	1.3031283
CCT5	-0.090731279	-0.240248171	1.3031283
IL13RA1	-0.384014406	-0.218945682	1.3031283
KTI12	0.178307632	-0.144263556	1.3031283
TMEM106C	-0.396688393	-0.072352658	1.3031283
GTF2B	-0.148459186	-0.057337153	1.3031283
HSDL1	-0.046278419	0.020188755	1.3031283
C2orf54	-0.176510445	0.022143718	1.3031283
INO80B	-0.249983143	0.028212576	1.3031283
TXLNA	0.101059683	0.057404562	1.3031283
MAEA	0.060232857	0.101014013	1.3031283
FLYWCH1	-0.440030442	0.107871789	1.3031283
G6PC3	-0.092221943	0.114746874	1.3031283
DEF8	0.030892569	0.20692956	1.3031283
EHD1	0.284688922	0.219709804	1.3031283
CSTF2	-0.019636871	0.246883176	1.3031283
ILF2	0.074056542	0.294890475	1.3031283
SPRY4	0.180726664	0.32604165	1.3031283
PHKG2	0.355247076	0.35635913	1.3031283
BCL2L12	0.136516144	0.42936441	1.3031283
APTX	0.120549128	0.482098749	1.3031283
CLDN1	-0.537059314	-0.623400201	1.294086025
ANKRD49	-0.025935232	-0.295742735	1.294086025
LYPLA2	-0.12394457	-0.285555214	1.294086025
UBL4A	0.129034885	-0.262620403	1.294086025
DCTPP1	0.091613953	-0.185862502	1.294086025
GNPDA1	0.006682162	-0.168646202	1.294086025
TPM3	-0.00067642	-0.168231337	1.294086025
TRAPPC2L	-0.051502724	-0.126360332	1.294086025
EZR	0.111903356	-0.008984028	1.294086025
TSEN15	0.062245052	0.001552275	1.294086025
CRB3	0.157623443	0.019127674	1.294086025
RPS5	0.24935172	0.064930446	1.294086025
ELMOD2	0.090342347	0.078383798	1.294086025
ATP5S	0.115620471	0.120888282	1.294086025
GSTK1	0.133068862	0.137233766	1.294086025
RPLP2	0.247479064	0.151336233	1.294086025
DRG1	0.051753774	0.185017833	1.294086025
ZMAT2	0.041764989	0.214599427	1.294086025
ZDHHC3	-0.084938408	0.270769943	1.294086025
DNAJC7	0.170942022	0.318769842	1.294086025
BCAP31	0.073623477	0.332196026	1.294086025
HIST1H1C	0.016363345	0.436915528	1.294086025
TIMELESS	-0.528563591	-0.359784475	1.287086883
MYH9	0.139827523	-0.267741802	1.282437648
TRANK1	-0.235559923	-0.231426882	1.281123996
KIAA0100	-0.148734878	-0.089128167	1.281123996
SIL1	-0.346639357	-0.841190953	1.280669882
YDJC	-0.016213913	-0.431859551	1.280669882
UXS1	-0.264881338	-0.321860727	1.280669882
SPCS2	-0.257158475	-0.232419564	1.280669882
ADH5	0.038905016	-0.176118421	1.280669882
CRYL1	0.009479398	-0.055157857	1.280669882
EMC3	-0.101985655	-0.023703972	1.280669882
RPS2	0.141988494	-0.017981738	1.280669882
C12orf10	0.184155992	0.061144358	1.280669882
GNA12	-0.039413308	0.08506064	1.280669882
FAM210A	-0.036300215	0.09854505	1.280669882
MTX2	0.076852976	0.100753275	1.280669882
TMEM115	0.043385616	0.159926544	1.280669882
MRPL2	-0.079708335	0.16024291	1.280669882
SRSF1	0.102605271	0.21097731	1.280669882
SMPDL3B	0.027413261	0.259002156	1.280669882
PPP2R5C	0.115036933	0.265516675	1.280669882
DNAJC9	0.470230497	0.371165879	1.280669882
AHNAK	0.052758013	-0.028230903	1.279193033
PCNT	0.047452271	-0.28674674	1.274456366
LZTS2	-0.33946454	-1.034509967	1.266908688
KBTBD7	-0.718027863	-0.624797347	1.266908688
ACAP3	0.119291217	-0.277856673	1.266908688
SRSF2	0.124226311	0.252337533	1.266908688
PUM1	-0.149169051	-0.279947775	1.266342477
RUSC1	-0.119209173	-0.406317821	1.260214627
ANKRD13D	-0.131256234	-0.262024835	1.260214627
ANKRD13C	-0.178779467	-0.243163503	1.260214627
SLC16A1	-0.248194073	-0.17305075	1.260214627
PHF23	-0.211966358	-0.159795694	1.260214627
PLEKHA2	-0.083488326	-0.154426664	1.260214627
DNAJA3	-0.273115656	-0.043764747	1.260214627
ACTN1	0.123584879	-0.023017748	1.260214627
ALDH5A1	0.07916701	0.067470747	1.260214627
CSNK1E	-0.045081198	0.184535965	1.260214627
SP2	-0.141596933	0.226311462	1.260214627
PYROXD2	0.094398949	0.23921475	1.260214627
ATP6AP1	0.073698	0.85203839	1.260214627
ITPR3	0.027459041	0.263404055	1.255730279
USP4	0.062706762	-0.075357445	1.255534133
FOXK1	0.056770246	0.178888618	1.255534133
PLEKHM2	0.152684716	0.265853869	1.255534133
OGT	-0.722748836	-1.06399436	1.255204988
AARS	-0.077824211	-0.742959548	1.255204988
SEC61A1	-0.223248897	-0.159994913	1.255204988
SLC5A3	-0.184308624	-0.123115383	1.255204988
YTHDF1	0.190140487	-0.073431487	1.255204988
PRPF4	-0.145934231	0.055803498	1.255204988
LIMK2	0.137248298	0.137587	1.255204988
MARS2	-0.010633536	0.261086638	1.255204988
XRCC5	0.206704663	0.271018794	1.255204988
ZNF143	-0.093786287	0.294670411	1.255204988
ZNF652	-0.429711063	0.479829792	1.255204988
LTF	0.360292252	0.61072696	1.255204988
IGF2R	0.024916296	-0.150813576	1.253937448
LIMD1	0.053397392	-0.21687636	1.25337262
GEMIN4	-0.037951633	0.005036933	1.25337262
HIP1	0.151028445	0.345198738	1.25337262
DYNLT1	0.022350196	-0.345342414	1.248845621
DUSP23	-0.291210027	-0.294637817	1.248845621
PGP	0.041476465	-0.194702836	1.248845621
MRPS6	-0.159671806	-0.116946919	1.248845621
PSME1	0.116445484	-0.116574048	1.248845621
CMC1	-0.248338743	-0.106153168	1.248845621
UFC1	-0.041797784	-0.084002549	1.248845621
NDUFB6	-0.333138393	-0.051583595	1.248845621
DYNLT3	0.23625987	-0.039799846	1.248845621
ATP6V1F	-0.063692062	-0.021938707	1.248845621
CISD1	0.120404679	-0.01374828	1.248845621
PITPNA	0.060891298	0.033453966	1.248845621
ATP6V1E1	0.085869259	0.035884436	1.248845621
MRPS16	-0.192305833	0.077394122	1.248845621
POLR2E	-0.142768826	0.090992712	1.248845621
RPL39	0.285149835	0.091597576	1.248845621
ERH	0.050578323	0.093552968	1.248845621
APOA1	0.029300082	0.101313385	1.248845621
AP1S3	0.018518368	0.10437936	1.248845621
FAM107B	-0.030424814	0.109558944	1.248845621
PDZD11	-0.002460566	0.128114246	1.248845621
ATP6V1G1	0.083111106	0.128664663	1.248845621
PPIL3	-0.078001341	0.129867542	1.248845621
OPA3	0.053631209	0.133133588	1.248845621
RPL14	0.285197565	0.145544317	1.248845621
NDUFB3	-0.118506894	0.154750868	1.248845621
PLEKHJ1	-0.011594316	0.162749314	1.248845621
PTGES	-0.060302778	0.164893328	1.248845621
DPM3	0.113518137	0.20419635	1.248845621
PAIP2	-0.73715991	0.217692719	1.248845621
COX6B1	-0.010503833	0.219675872	1.248845621
NENF	0.069796552	0.261656991	1.248845621
SNRPC	0.137442549	0.272022325	1.248845621
TMEM256	0.226565655	0.273285706	1.248845621
GTF2A2	0.106415521	0.275254884	1.248845621
LYRM2	0.045793179	0.276788699	1.248845621
PSMC3IP	0.183897083	0.316190289	1.248845621
SMIM20	-0.086407573	0.319142488	1.248845621
TRIAP1	-0.058587249	0.414432198	1.248845621
HIST1H3A	0.047820932	0.488654433	1.248845621
EDF1	0.241770995	0.865019191	1.248845621
KANK1	-0.026979337	-0.188773392	1.247151121
DISP2	-0.142696418	0.268868319	1.245497671
FN1	-0.821382124	0.933054003	1.245392113
INTS1	-0.026962611	0.204838967	1.242097592
MYH11	0.14996218	-0.241290513	1.23085942
TRAF7	-0.510031995	-0.532188747	1.227189192
C17orf53	-0.173265925	-0.106255344	1.227189192
INTS9	-0.2165404	0.165116416	1.227189192
ZC3H7B	0.195111193	0.188487654	1.227189192
CPT1A	0.069296506	0.212901222	1.227189192
RASA3	0.393582551	0.84462743	1.227189192
USP43	-0.093995407	-0.203741521	1.226088224
SLC12A7	-0.027723762	0.025346453	1.222985161
LURAP1L	-0.137936678	-0.616051154	1.208478221
TMED8	-0.179111673	-0.171691992	1.208478221
STAMBP	0.060682283	-0.132528502	1.208478221
MRM1	-0.094252647	-0.128561059	1.208478221
GPS1	-0.02087797	0.01512075	1.208478221
HSPBAP1	0.127013399	0.016292044	1.208478221
NAB2	0.109614306	0.060443693	1.208478221
TXNRD2	0.136991418	0.275905017	1.208478221
TOP1	-0.027870309	0.328564905	1.208478221
GTF3C5	0.061497854	0.375924102	1.208478221
SLC25A26	-0.266727177	0.39645761	1.208478221
CLASRP	-0.07002261	-0.065387637	1.208140421
SMG6	0.055487991	0.016191334	1.208140421
PLXND1	-0.033199608	0.149700864	1.207968314
AP4M1	-0.008824406	-0.433797091	1.206386374
SYNE3	-0.072471625	-0.164938149	1.206386374
CPNE5	-0.101373362	-0.037584632	1.206386374
TP53	-0.321036737	-0.628998235	1.196092357
SYVN1	-0.32368856	-0.616595136	1.196092357
DCAF15	-0.942695133	-0.146988521	1.196092357
IGF2BP2	0.10091372	-0.13923638	1.196092357
TINF2	-0.255757522	-0.040538633	1.196092357
TEAD3	0.037580157	0.036396213	1.196092357
FMNL3	0.118261739	0.136611947	1.196092357
TFDP1	0.013679193	0.177039644	1.196092357
FBXO28	-0.511149642	0.27114783	1.196092357
GMEB2	0.074466121	0.28132857	1.196092357
NT5E	0.083538286	0.394139308	1.196092357
ETS2	0.637004408	0.438754588	1.196092357
AAK1	0.037800945	-0.174626886	1.195439681
ATP2A2	-0.257425455	-0.142032442	1.195439681
MERTK	0.017401744	0.296390594	1.195439681
SLC20A1	-0.442401095	-0.729575126	1.192012269
ITSN1	0.176253816	0.020281777	1.191011848
PPFIA1	0.109161631	0.099311966	1.187148321
RTEL1	-0.087327979	-0.090744233	1.170344125
TBCD	-0.091882072	-0.29856944	1.16421389
SLC39A10	-0.275888114	-0.103529643	1.16421389
GLE1	-0.111519509	0.050175943	1.160614189
SIN3B	-0.30521049	0.256304013	1.160614189
SH3BP4	-0.045606133	0.324585434	1.160614189
NFRKB	-0.155821337	0.034052689	1.160164407
TUBA1C	-0.025917839	-0.26912408	1.159698208
TMEM106B	-0.26229587	-0.250116231	1.159698208
CHMP4C	-0.261514857	-0.232180396	1.159698208
TBCC	0.098360757	-0.225456389	1.159698208
NIT2	0.015796437	-0.142623118	1.159698208
PRKRA	0.080335783	-0.128518878	1.159698208
CAT	-0.154994649	-0.059652079	1.159698208
OAS1	-0.503098951	-0.053733319	1.159698208
AKT2	-0.046439288	-0.01226099	1.159698208
RTCB	0.11808507	0.10596647	1.159698208
CCDC47	0.067798514	0.11118312	1.159698208
PNPLA4	0.100386387	0.15102304	1.159698208
PARS2	0.065921381	0.162055412	1.159698208
AURKB	-0.238162374	0.167560664	1.159698208
SRSF3	0.049003487	0.16825611	1.159698208
HADH	0.122130954	0.171312437	1.159698208
MBOAT7	0.044850358	0.189217779	1.159698208
TFB2M	-0.44250587	0.190725223	1.159698208
TRMT10C	0.019545758	0.209645899	1.159698208
B3GNT2	-0.012729309	0.223203354	1.159698208
CASP2	0.18019898	0.276191982	1.159698208
TMEM206	0.018700724	0.368769571	1.159698208
XRCC3	-0.146026452	0.410238298	1.159698208
ZBTB7B	0.12290588	0.495079157	1.159698208
FAR2	0.158094764	0.800918637	1.159698208
ASH1L	-0.267861373	0.072992387	1.157371365
TSC2	0.029322176	-0.185974995	1.154108721
MTO1	-0.203331928	-0.282908403	1.142772734
EXD2	-0.172321394	-0.151361971	1.142772734
HSPA9	0.035235812	-0.041366102	1.142772734
SRSF5	-0.115340731	0.067528226	1.142772734
BCAM	0.030341683	0.165634396	1.142772734
MTA1	0.0111276	0.493892339	1.142772734
RAB11FIP3	-0.015888256	0.680060101	1.142772734
AXL	0.378234112	0.95348638	1.142772734
RIOK1	-0.221018613	-0.769047413	1.134815323
PKN3	-0.395142624	-0.351184366	1.134815323
ACSL4	-0.221302549	-0.012498787	1.134815323
BSG	-0.051068358	-0.002690602	1.134815323
PTPN9	0.117687937	0.032924386	1.134815323
SNX17	-0.392601008	0.054191876	1.134815323
SLC22A18	0.047236909	0.082659312	1.134815323
ZCCHC4	0.033210686	0.084258996	1.134815323
LIPH	0.025066262	0.173848501	1.134815323
SLC6A8	-0.273903089	0.178634602	1.134815323
CLPTM1L	0.053288024	0.328257523	1.134815323
NEU1	0.161723202	1.239487603	1.134815323
NPHP4	-0.4135343	-0.22610963	1.132738395
REPS2	0.111359906	-0.044096291	1.132398521
MROH1	0.04242618	-0.000633003	1.132398521
PRKAG2	-0.064966561	0.009182995	1.132398521
SRSF4	0.059349103	0.083361307	1.132398521
KDM2A	-0.264221792	0.084341548	1.132398521
EXT1	-0.62388266	-0.890371495	1.127366987
EEF2K	-0.217971528	-0.565554923	1.127366987
COPB1	-5.64E-06	-0.388378792	1.127366987
HLCS	-0.079356494	-0.33300714	1.127366987
CNKSR1	-0.04228142	-0.184462749	1.127366987
YME1L1	-0.309394646	0.058667637	1.127366987
TRA2B	0.086753958	0.093977871	1.127366987
MTMR11	0.010978241	0.121352252	1.127366987
EXTL3	0.036677079	0.136124978	1.127366987
CNNM4	0.125418087	0.424156903	1.127366987
TBC1D1	0.017347102	-0.186650295	1.126274713
NOS1	0.202726886	-0.181689916	1.126274713
INTS7	-0.086444694	0.072133141	1.126274713
IGFBP6	-1.008579214	-2.18473897	1.120219949
APOL6	-1.072481737	-1.315289542	1.120219949
GLUL	-0.337823546	-0.768705652	1.120219949
DHRS2	-0.213150471	-0.250875612	1.120219949
YWHAQ	0.189437824	-0.229113188	1.120219949
BPNT1	-0.0208965	-0.146630396	1.120219949
COMMD4	-0.010227686	-0.111171892	1.120219949
ILK	-0.003363379	-0.097649324	1.120219949
STX6	-0.021105662	-0.088497659	1.120219949
ADAP1	0.059419024	-0.077324766	1.120219949
